id,post_id,page_name,text,timestamp,likes,comments_count,shares,views,reactions_like,reactions_love,reactions_haha,reactions_wow,reactions_sad,reactions_angry,post_url,media_type,scraped_at
11,c5cdaf9b57e7f5f6fde033a2adc4f893,Eddy's pizza,Celebrate Accra mall’s Foodie month at Eddys pizza.🍕🥤🍔🥪🥗 Visit our cozy restaurant with tasty food and drinks that will delight you at cost-efficient rates. Call Now 0503114666 to place your order now #accramall #foodiemonth #eddyspizza,,0,0,0,0,0,0,0,0,0,0,,image,2026-03-13T18:07:55.315703
12,d71bd05549ce4cd357e1370a401c9f6a,"🇬🇭✨Taste the difference in every slice 😋🍕 🔥🍕 BUY & GET ONE FREE! 🍕🔥 Every Tuesday & Wednesday at Eddy’s Pizza 🎉 This March in Ghana, don’t miss out on the most irresistible deal in town 🇬🇭🍕✨ 👉 Order online: www.eddyspizza.com 👉 WhatsApp: https://wa.me/233274235652 👉 Call: 056 111 1153 #EddysPizza #Buy1Get1Free #PizzaLoversGH #AccraEats #GhanaDeals #MarchInGhana #TasteTheDifference 🍕🔥","🇬🇭✨Taste the difference in every slice 😋🍕 🔥🍕 BUY & GET ONE FREE! 🍕🔥 Every Tuesday & Wednesday at Eddy’s Pizza 🎉 This March in Ghana, don’t miss out on the most irresistible deal in town 🇬🇭🍕✨ 👉 Order online: www.eddyspizza.com 👉 WhatsApp: https://wa.me/233274235652 👉 Call: 056 111 1153 #EddysPizza #Buy1Get1Free #PizzaLoversGH #AccraEats #GhanaDeals #MarchInGhana #TasteTheDifference 🍕🔥",,0,0,0,0,0,0,0,0,0,0,https://www.facebook.com/reel/1407460323978949/,image,2026-03-13T18:07:55.317065
13,e5f391542b52435bf105b1c7d33d0485,Homemade pizza 🍕 Afenhyia Pa!,Homemade pizza 🍕 Afenhyia Pa!,,0,0,0,0,0,0,0,0,0,0,,image,2026-03-13T18:07:55.317970
14,b0d29bb53d06c0564076dbc80a7df71e,Food battles- Papa's Pizza vs Eddy's Pizza - Taste Tales Show,Food battles- Papa's Pizza vs Eddy's Pizza - Taste Tales Show,,0,0,0,0,0,0,0,0,0,0,,image,2026-03-13T18:07:55.318910
15,30bf52de5e95f511138d42260e24dcd7,Cake Fest 2025 🎂 @buttercreamqueen_ghana @dj_ernie_ @cocktails_ghana @abisfoodlab @mc__dela @mckofidalinton @eddy_acquah @officialokokobioko @1mr_wazza #cakefest #afterparty,Cake Fest 2025 🎂 @buttercreamqueen_ghana @dj_ernie_ @cocktails_ghana @abisfoodlab @mc__dela @mckofidalinton @eddy_acquah @officialokokobioko @1mr_wazza #cakefest #afterparty,,0,0,0,0,0,0,0,0,0,0,,image,2026-03-13T18:07:55.320311
16,91e87cfc865a06fce75273695eab4ae9,Christmas no be only rice 😌🍕 Eddy's Pizza🍕 made sure the kids in my hood chopped good and smiled harder. Blessed season 🎄❤️ #fyp #ghanatiktok🇬🇭 #viral #pizza #trendingreelsvideo,Christmas no be only rice 😌🍕 Eddy's Pizza🍕 made sure the kids in my hood chopped good and smiled harder. Blessed season 🎄❤️ #fyp #ghanatiktok🇬🇭 #viral #pizza #trendingreelsvideo,,0,0,0,0,0,0,0,0,0,0,,image,2026-03-13T18:07:55.321158
17,508229f92b3d5108c38e101079f487f1,East Legon has gathered and Ghana must watch. Welcome to the annual New Year’s all white party of the Lindsay’s. Yes you’ve heard the name before. Mr Lindsay is the Chancellor of the Cape Coast Technical University and this evening he is hosting all of us. Stay with us the party is just getting started. Content creators: @osei_douglas_live @eventbuzzgh @weloveghanaweddings Cocktails: @honeyandsuchrefreshments Mc: @eddy_acquah Dj: @peekayaudio #newyearsparty #allwhiteparty #thelindsays,East Legon has gathered and Ghana must watch. Welcome to the annual New Year’s all white party of the Lindsay’s. Yes you’ve heard the name before. Mr Lindsay is the Chancellor of the Cape Coast Technical University and this evening he is hosting all of us. Stay with us the party is just getting started. Content creators: @osei_douglas_live @eventbuzzgh @weloveghanaweddings Cocktails: @honeyandsuchrefreshments Mc: @eddy_acquah Dj: @peekayaudio #newyearsparty #allwhiteparty #thelindsays,,0,0,0,0,0,0,0,0,0,0,,image,2026-03-13T18:07:55.321913
18,132708122700000f8ab339ff69674648,"Ghanaian actress Maame Serwaa spotted at Papa’s Pizza, North Legon, ahead of a new film production contract signing. #tednewsgh #ghana #viral #accra #movie #actress","Ghanaian actress Maame Serwaa spotted at Papa’s Pizza, North Legon, ahead of a new film production contract signing. #tednewsgh #ghana #viral #accra #movie #actress",,0,0,0,0,0,0,0,0,0,0,,image,2026-03-13T18:07:55.322876
19,b51cbf5ee923bd0a3024b52be5e16747,"COMIC AWARDS GHANA 🇬🇭 🔖Venue : National Theatre. 📆Date : Friday 1st September, 2017 ⏱Time: 7pm Sharp. Performing Live: Kenny Blaq || DKB || Lekzy || Romanus || Jacinta ||Khemikal || Hogan || Irene. Ticket Outlets. 📌Silver Bird Cinema (Accra Mall) 📌Eddy's Pizza 🍕 (Circle) 📌Chix n Ribs (A&C Mall) 📌Airport Shell Filling Station For more info and Ticket. 📞020 306 2808 📞027 107 4611","COMIC AWARDS GHANA 🇬🇭 🔖Venue : National Theatre. 📆Date : Friday 1st September, 2017 ⏱Time: 7pm Sharp. Performing Live: Kenny Blaq || DKB || Lekzy || Romanus || Jacinta ||Khemikal || Hogan || Irene. Ticket Outlets. 📌Silver Bird Cinema (Accra Mall) 📌Eddy's Pizza 🍕 (Circle) 📌Chix n Ribs (A&C Mall) 📌Airport Shell Filling Station For more info and Ticket. 📞020 306 2808 📞027 107 4611",,0,0,0,0,0,0,0,0,0,0,,image,2026-03-13T18:07:55.323537
20,dd1f87cedf6c31d404237301e7a8a1b7,"Coming from Shiashie? Locate us at Abedi Pele Junction, adjacent Dejoy, directly above Eddy's Pizza, East legon. 👍😊 #Barbershop #accrawedey #ghana","Coming from Shiashie? Locate us at Abedi Pele Junction, adjacent Dejoy, directly above Eddy's Pizza, East legon. 👍😊 #Barbershop #accrawedey #ghana",,0,0,0,0,0,0,0,0,0,0,,image,2026-03-13T18:07:55.324067
21,6b13e0793078e144009f1cec5c2d94c0,"His Excellency Kojo Bonsu, Ghana’s ambassador to China and grandfather of Sloane was present at her christening. #TAYKOver23 #babysloane Content creators: @osei_douglas_live @eventbuzzgh @weloveghanaweddings Decor: @ri_styled Makeup: @polkadot_bl Mc: @kabutey_my_mc @eddy_acquah Dj: @wuushman01 Catering: @gingerjean_gh #babygirl #christening","His Excellency Kojo Bonsu, Ghana’s ambassador to China and grandfather of Sloane was present at her christening. #TAYKOver23 #babysloane Content creators: @osei_douglas_live @eventbuzzgh @weloveghanaweddings Decor: @ri_styled Makeup: @polkadot_bl Mc: @kabutey_my_mc @eddy_acquah Dj: @wuushman01 Catering: @gingerjean_gh #babygirl #christening",,0,0,0,0,0,0,0,0,0,0,,image,2026-03-13T18:07:55.324585
22,93106505293fbc8d6e802b7fb778a654,LCS ALUMNI TALK - Eddy Blay,LCS ALUMNI TALK - Eddy Blay,,0,0,0,0,0,0,0,0,0,0,,image,2026-03-13T18:07:55.325168
23,e94049cdb752459f42328b3c70032d7e,"Gifted Music presents Kingzkid Amplified 2017 📢📢📢📣📣📣 Date : 5th August 2017 Venue : KICC Dominion Center near the Coca Cola round about TIME : 12 Pm sharp! RATE: Totally FREE!!! PARTNERS : Eddy's Pizza, KICC Ghana and Finmock #YEAHHBOIYYY #AmplifiedGoPap 😎","Gifted Music presents Kingzkid Amplified 2017 📢📢📢📣📣📣 Date : 5th August 2017 Venue : KICC Dominion Center near the Coca Cola round about TIME : 12 Pm sharp! RATE: Totally FREE!!! PARTNERS : Eddy's Pizza, KICC Ghana and Finmock #YEAHHBOIYYY #AmplifiedGoPap 😎",,0,0,0,0,0,0,0,0,0,0,,image,2026-03-13T18:07:55.325715
24,a48b8445b061774776d37d5553e2fe3f,"We eat what they eat , this is why Gasmilla the international fisherman is so passionate about sanitation especially keeping the coastal clean. Come join Gasmilla and his team as we clean the communities and take their rubbish for them for free on the 14th of August, we starting with James Town 6 am 10am . And don't forget there's going to be a kenkey party 🥳 Zoomlion Ghana Limited Ghandour Cosmetics Ltd Eddy's Pizza Tampico Ghana Onga Ghana Hook And Line Weku🙏🙏🎣🏊 #YouthEmpowermentProgram #unicycle #unicefgh #wastemanagementcompany #plasticpollution #PlasticPunch #CleanGhana #unpd #WorldBank #plasticfree #ghanaeducationservice #MinistryofTourism #ministryofeducation #MinistryOfCulture #sanitation #SanitationServices #sanitationandwater #WaterIsLife #rubbishbin #rubbishremoval #rubbish #wastemanagement","We eat what they eat , this is why Gasmilla the international fisherman is so passionate about sanitation especially keeping the coastal clean. Come join Gasmilla and his team as we clean the communities and take their rubbish for them for free on the 14th of August, we starting with James Town 6 am 10am . And don't forget there's going to be a kenkey party 🥳 Zoomlion Ghana Limited Ghandour Cosmetics Ltd Eddy's Pizza Tampico Ghana Onga Ghana Hook And Line Weku🙏🙏🎣🏊 #YouthEmpowermentProgram #unicycle #unicefgh #wastemanagementcompany #plasticpollution #PlasticPunch #CleanGhana #unpd #WorldBank #plasticfree #ghanaeducationservice #MinistryofTourism #ministryofeducation #MinistryOfCulture #sanitation #SanitationServices #sanitationandwater #WaterIsLife #rubbishbin #rubbishremoval #rubbish #wastemanagement",,0,0,0,0,0,0,0,0,0,0,,image,2026-03-13T18:07:55.326658
25,fa9508bd3472c36d6cf695438bd0b980,"Happy Monday, Ghana! As the week begins, we at Providence Specialist Hospital want to remind you that taking care of your heart is always in season. ❤️ Whether you're an adult facing heart concerns or a parent looking for the best care for your little one, we're here for you. **Here at Providence, we specialize in:** 1. Adult and children's heart surgery: Our team of expert cardiac surgeons has extensive experience in open-heart surgery, minimally invasive procedures, and more. 2. Diagnosis and treatment of heart-related problems: From arrhythmias and high blood pressure to valve disease and congenital heart defects, we offer comprehensive diagnostics and personalized treatment plans. 3. A warm and compassionate environment: We understand that heart concerns can be stressful, so we strive to create a welcoming and supportive atmosphere for our patients and their families. Here are just a few reasons to choose Providence for your heart care: Experienced and dedicated team:** Our doctors, nurses, and staff are all committed to providing the highest quality care. State-of-the-art technology: We utilize the latest advancements in medical technology to ensure the best possible outcomes for our patients. Convenient location: We're easily accessible in New Achimota, Accra, right next to Eddy's Pizza and Highway View Bar. Don't wait to prioritize your heart health! Contact us today at 0208608496 or 0302435388 to schedule an appointment or learn more about our services. In the comments below, tell us what you do to keep your heart healthy! Don't forget to share this post with your loved ones who might benefit from our expertise!","Happy Monday, Ghana! As the week begins, we at Providence Specialist Hospital want to remind you that taking care of your heart is always in season. ❤️ Whether you're an adult facing heart concerns or a parent looking for the best care for your little one, we're here for you. **Here at Providence, we specialize in:** 1. Adult and children's heart surgery: Our team of expert cardiac surgeons has extensive experience in open-heart surgery, minimally invasive procedures, and more. 2. Diagnosis and treatment of heart-related problems: From arrhythmias and high blood pressure to valve disease and congenital heart defects, we offer comprehensive diagnostics and personalized treatment plans. 3. A warm and compassionate environment: We understand that heart concerns can be stressful, so we strive to create a welcoming and supportive atmosphere for our patients and their families. Here are just a few reasons to choose Providence for your heart care: Experienced and dedicated team:** Our doctors, nurses, and staff are all committed to providing the highest quality care. State-of-the-art technology: We utilize the latest advancements in medical technology to ensure the best possible outcomes for our patients. Convenient location: We're easily accessible in New Achimota, Accra, right next to Eddy's Pizza and Highway View Bar. Don't wait to prioritize your heart health! Contact us today at 0208608496 or 0302435388 to schedule an appointment or learn more about our services. In the comments below, tell us what you do to keep your heart healthy! Don't forget to share this post with your loved ones who might benefit from our expertise!",,0,0,0,0,0,0,0,0,0,0,https://www.facebook.com/61554405463480/videos/878648807089640/,image,2026-03-13T18:07:55.327487
26,692979d0221c0dbe699cf53926f8c133,"This is hotel-level luxury ✨ TranQ double-bowl vanity Now ₵9,500 🌐 𝗪𝗲𝗯𝘀𝗶𝘁𝗲 : alanyogroup.com ☎️ 𝗛𝗼𝘁𝗹𝗶𝗻𝗲 :+233531978362 📌📌𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 :Weija-Kasoa main road, opposite eddy’s pizza or phastor limited Sampa valley, Accra Ghana 🇬🇭. #TranQ #LuxuryBathroom #GhanaHomes #BathroomUpgrade #InteriorGhana","This is hotel-level luxury ✨ TranQ double-bowl vanity Now ₵9,500 🌐 𝗪𝗲𝗯𝘀𝗶𝘁𝗲 : alanyogroup.com ☎️ 𝗛𝗼𝘁𝗹𝗶𝗻𝗲 :+233531978362 📌📌𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 :Weija-Kasoa main road, opposite eddy’s pizza or phastor limited Sampa valley, Accra Ghana 🇬🇭. #TranQ #LuxuryBathroom #GhanaHomes #BathroomUpgrade #InteriorGhana",,0,0,0,0,0,0,0,0,0,0,https://www.facebook.com/reel/1404582184550136/,image,2026-03-13T18:07:55.328275
27,508faf8121cf39fe9bfc386cb5c47dd0,"Modern bathrooms deserve TranQ 🖤 🌐 𝗪𝗲𝗯𝘀𝗶𝘁𝗲 : alanyogroup.com ☎️ 𝗛𝗼𝘁𝗹𝗶𝗻𝗲 :+233531978362 📌📌𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 :Weija-Kasoa main road, opposite eddy’s pizza or phastor limited Sampa valley, Accra Ghana 🇬🇭. #TranQ #AlanyoGroup #LuxuryBathroom #BlackVanity #BathroomDesign #GhanaHomes #InteriorGhana #HomeUpgrade","Modern bathrooms deserve TranQ 🖤 🌐 𝗪𝗲𝗯𝘀𝗶𝘁𝗲 : alanyogroup.com ☎️ 𝗛𝗼𝘁𝗹𝗶𝗻𝗲 :+233531978362 📌📌𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 :Weija-Kasoa main road, opposite eddy’s pizza or phastor limited Sampa valley, Accra Ghana 🇬🇭. #TranQ #AlanyoGroup #LuxuryBathroom #BlackVanity #BathroomDesign #GhanaHomes #InteriorGhana #HomeUpgrade",,0,0,0,0,0,0,0,0,0,0,,image,2026-03-13T18:07:55.329151
28,bdd19325dd4c005a16d9a85d449483b1,"Every detail speaks premium — TranQ Vanity. 🔥 🌐 𝗪𝗲𝗯𝘀𝗶𝘁𝗲 : alanyogroup.com ☎️ 𝗛𝗼𝘁𝗹𝗶𝗻𝗲 :+233531978362 📌📌𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 :Weija-Kasoa main road, opposite eddy’s pizza or phastor limited Sampa valley, Accra Ghana 🇬🇭. #TranQ #TranQVanity #BathroomAesthetics #LuxuryBathroom #VanityGoals #BathroomDesign #ModernBathroom #InteriorInspo #HomeDecorGhana #AestheticBathroom #BathroomStyle #VanityInspo #MarbleVibes #LuxuryLiving #BathroomMakeover #AlanyoGroup #TranQBathroom #GhanaHomes #BathroomGoals #DesignInspo","Every detail speaks premium — TranQ Vanity. 🔥 🌐 𝗪𝗲𝗯𝘀𝗶𝘁𝗲 : alanyogroup.com ☎️ 𝗛𝗼𝘁𝗹𝗶𝗻𝗲 :+233531978362 📌📌𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 :Weija-Kasoa main road, opposite eddy’s pizza or phastor limited Sampa valley, Accra Ghana 🇬🇭. #TranQ #TranQVanity #BathroomAesthetics #LuxuryBathroom #VanityGoals #BathroomDesign #ModernBathroom #InteriorInspo #HomeDecorGhana #AestheticBathroom #BathroomStyle #VanityInspo #MarbleVibes #LuxuryLiving #BathroomMakeover #AlanyoGroup #TranQBathroom #GhanaHomes #BathroomGoals #DesignInspo",,0,0,0,0,0,0,0,0,0,0,,image,2026-03-13T18:07:55.329880
29,e09c88326eb2b682c63236c266de74fc,Comedy and music night happening this week Saturday 14th December 2019 @ Bustop near Eddy's pizza ring road Accra Ghana by 7pm,Comedy and music night happening this week Saturday 14th December 2019 @ Bustop near Eddy's pizza ring road Accra Ghana by 7pm,,0,0,0,0,0,0,0,0,0,0,,image,2026-03-13T18:07:55.330592
30,d19905e9f76d7a47ae764cf9f95404fc,"I’m at loggerheads with pizza, pasta 🍝, noodles and the rest! What is food to mankind 😋. Ghana man and egg 🥚 is like a lizard with push ups 😂. #facebookreelsviralviralシfypシ゚ #FacebookPage #food #foodie #facebookreelsviral #foodlover","I’m at loggerheads with pizza, pasta 🍝, noodles and the rest! What is food to mankind 😋. Ghana man and egg 🥚 is like a lizard with push ups 😂. #facebookreelsviralviralシfypシ゚ #FacebookPage #food #foodie #facebookreelsviral #foodlover",,0,0,0,0,0,0,0,0,0,0,,image,2026-03-13T18:07:55.331693
31,846ed2e0bd9a3c2c29a697f8c91d33f1,This is for you,"🛑 WAIT! Don’t scroll. If your bathroom still looks basic… this is your upgrade moment. Black. Bold. TranQ. Introducing the 120cm TranQ Vanity Set with LED Mirror, built for homeowners who want their space to feel like a luxury hotel suite every single day. Imagine this: - A sleek matte black finish that commands attention - A spacious 120cm vanity for effortless organization - A modern LED mirror that elevates your entire bathroom ambiance - A clean, premium look that instantly upgrades your home value NOW only GHS6,586 ☎️ Hotline: +233531978362 📍 Showroom: Weija–Kasoa Main Road, opposite Eddy’s Pizza / Phastor Limited, Sampa Valley – Accra, Ghana 🇬🇭 #KitchenSinkPriceInGhana #BuyKitchenSinkInAccra #SUS304KitchenSink #NanoStainlessSteelSink #NoRustKitchenSink #ModernKitchenGhana #KitchenUpgrade #HomeImprovementGhana #AlanyoGroup",,0,0,0,0,0,0,0,0,0,0,https://www.facebook.com/reel/2398744920560447/,image,2026-03-13T18:07:55.332285
32,c77c5a1e35454296b584ab349700f69f,"New Stock Arrival! Luxury TranQ Vanity with LED mirror, faucet, waste trap & 5-year warranty. 🌐 𝗪𝗲𝗯𝘀𝗶𝘁𝗲 : alanyogroup.com ☎️ 𝗛𝗼𝘁𝗹𝗶𝗻𝗲 :+233531978362 📌📌𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 :Weija-Kasoa main road, opposite eddy’s pizza or phastor limited Sampa valley, Accra Ghana 🇬🇭. #TranQ #NewArrival #LuxuryBathroom #AlanyoGroup #GhanaHomes","New Stock Arrival! Luxury TranQ Vanity with LED mirror, faucet, waste trap & 5-year warranty. 🌐 𝗪𝗲𝗯𝘀𝗶𝘁𝗲 : alanyogroup.com ☎️ 𝗛𝗼𝘁𝗹𝗶𝗻𝗲 :+233531978362 📌📌𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 :Weija-Kasoa main road, opposite eddy’s pizza or phastor limited Sampa valley, Accra Ghana 🇬🇭. #TranQ #NewArrival #LuxuryBathroom #AlanyoGroup #GhanaHomes",,0,0,0,0,0,0,0,0,0,0,,image,2026-03-13T18:07:55.332884
33,9f4ca2de545a850b07dafa0e1217bc91,"Excited to announce that iSupreme has been appointed the agency partner for Anker Innovations, the global brand behind Anker, Soundcore, Eufy, and Nebula for Ghana and other key West African markets. As Anker expands across Ghana and the West African region, iSupreme will support their growth through influencer campaigns, retail experiences, brand activations, and advertising — helping bring their innovative technology closer to consumers. Over the past 7 years, we’ve helped global brands enter and grow in Ghana — including Flutterwave, Yango, Sonlink Motor, and restaurant brands like RocoMamas, Pizza Inn, Chicken Inn, Ocean Basket, and Galito’s. Now we’re excited to help one of the world’s leading tech brands grow in this region. #iSupreme","Excited to announce that iSupreme has been appointed the agency partner for Anker Innovations, the global brand behind Anker, Soundcore, Eufy, and Nebula for Ghana and other key West African markets. As Anker expands across Ghana and the West African region, iSupreme will support their growth through influencer campaigns, retail experiences, brand activations, and advertising — helping bring their innovative technology closer to consumers. Over the past 7 years, we’ve helped global brands enter and grow in Ghana — including Flutterwave, Yango, Sonlink Motor, and restaurant brands like RocoMamas, Pizza Inn, Chicken Inn, Ocean Basket, and Galito’s. Now we’re excited to help one of the world’s leading tech brands grow in this region. #iSupreme",,0,0,0,0,0,0,0,0,0,0,,image,2026-03-13T18:07:55.334009
34,3d30a8d22aef162e2262994612418808,Buy Now,"🚨 Wait… before you buy that Kitchen Cabinet... What if you could get everything in one complete set, without chasing plumbers and extra fittings? Introducing the All-In-One 80cm Vanity Set, designed for smart homeowners who want style and convenience. Here’s what makes this a steal: ✔ 80cm modern vanity cabinet ✔ Premium sink basin ✔ Faucets included ✔ LED mirror included ✔ Clean, space-saving design No hidden extras. No surprise costs. Just install and enjoy. All for only GH₵1,700. 🌐 Website: alanyogroup.com ☎️ Hotline: +233531978362 📍 Showroom: Weija–Kasoa Main Road, opposite Eddy’s Pizza / Phastor Limited, Sampa Valley – Accra, Ghana 🇬🇭 #KitchenSinkPriceInGhana #BuyKitchenSinkInAccra #SUS304KitchenSink #NanoStainlessSteelSink #NoRustKitchenSink #ModernKitchenGhana #KitchenUpgrade #HomeImprovementGhana #AlanyoGroup",,0,0,0,0,0,0,0,0,0,0,https://www.facebook.com/reel/2854027551466535/,image,2026-03-13T18:07:55.334446
35,072370766ea9d3908233c70991a9352b,Nigeria Vs Ghana,Nigeria Vs Ghana,,0,0,0,0,0,0,0,0,0,0,,image,2026-03-13T18:07:55.334973
