id,post_id,page_name,text,timestamp,likes,comments_count,shares,views,reactions_like,reactions_love,reactions_haha,reactions_wow,reactions_sad,reactions_angry,post_url,media_type,scraped_at
125,7d04fc614e683a341afea1bd34ad8c94,"Ghanaian actress Maame Serwaa spotted at Papa’s Pizza, North Legon, ahead of a new film production contract signing. #tednewsgh #ghana #viral #accra #movie #actress","Ghanaian actress Maame Serwaa spotted at Papa’s Pizza, North Legon, ahead of a new film production contract signing. #tednewsgh #ghana #viral #accra #movie #actress",2026-03-13T19:48:59.815537,0,0,0,157000,0,0,0,0,0,0,,image,2026-03-13T19:49:04.539957
124,9a10f7e545292890d7655f4b509b5250,"Coming from Shiashie? Locate us at Abedi Pele Junction, adjacent Dejoy, directly above Eddy's Pizza, East legon. 👍😊 #Barbershop #accrawedey #ghana","Coming from Shiashie? Locate us at Abedi Pele Junction, adjacent Dejoy, directly above Eddy's Pizza, East legon. 👍😊 #Barbershop #accrawedey #ghana",2026-03-13T19:48:59.764805,0,0,0,38,0,0,0,0,0,0,,image,2026-03-13T19:49:04.539356
123,59ba293bd98d4c846f59ea46c222292e,"His Excellency Kojo Bonsu, Ghana’s ambassador to China and grandfather of Sloane was present at her christening. #TAYKOver23 #babysloane Content creators: @osei_douglas_live @eventbuzzgh @weloveghanaweddings Decor: @ri_styled Makeup: @polkadot_bl Mc: @kabutey_my_mc @eddy_acquah Dj: @wuushman01 Catering: @gingerjean_gh #babygirl #christening","His Excellency Kojo Bonsu, Ghana’s ambassador to China and grandfather of Sloane was present at her christening. #TAYKOver23 #babysloane Content creators: @osei_douglas_live @eventbuzzgh @weloveghanaweddings Decor: @ri_styled Makeup: @polkadot_bl Mc: @kabutey_my_mc @eddy_acquah Dj: @wuushman01 Catering: @gingerjean_gh #babygirl #christening",2026-03-13T19:48:59.594366,0,0,0,14000,0,0,0,0,0,0,,image,2026-03-13T19:49:04.537619
122,acc7524f6617045758073cbde232746f,"🇬🇭✨Taste the difference in every slice 😋🍕 🔥🍕 BUY & GET ONE FREE! 🍕🔥 Every Tuesday & Wednesday at Eddy’s Pizza 🎉 This March in Ghana, don’t miss out on the most irresistible deal in town 🇬🇭🍕✨ 👉 Order online: www.eddyspizza.com 👉 WhatsApp: https://wa.me/233274235652 👉 Call: 056 111 1153 #EddysPizza #Buy1Get1Free #PizzaLoversGH #AccraEats #GhanaDeals #MarchInGhana #TasteTheDifference 🍕🔥","🇬🇭✨Taste the difference in every slice 😋🍕 🔥🍕 BUY & GET ONE FREE! 🍕🔥 Every Tuesday & Wednesday at Eddy’s Pizza 🎉 This March in Ghana, don’t miss out on the most irresistible deal in town 🇬🇭🍕✨ 👉 Order online: www.eddyspizza.com 👉 WhatsApp: https://wa.me/233274235652 👉 Call: 056 111 1153 #EddysPizza #Buy1Get1Free #PizzaLoversGH #AccraEats #GhanaDeals #MarchInGhana #TasteTheDifference 🍕🔥",2026-03-13T19:48:59.246169,0,0,0,18000,0,0,0,0,0,0,https://www.facebook.com/reel/1407460323978949/,image,2026-03-13T19:49:04.536910
121,ce225941eb7fdac34ff8e4e8c68ccf8d,"The promo is still on! Grab a delicious box of your favorite pizza at any of our branches and get a box for free! We’re ready! Call for delivery 🛵 service around you.... Call: 📞0243927019 Find Eddy's at: *Ring Road, 66 Ring Road Central, Accra *Eddy's Pizza Osu Branch *Eddy's Pizza Dansoman Branch Dansoman High St, Sahara Junction *Eddy's Pizza Adenta Branch Bond's Square, Adenta Barrier *Eddy's Pizza Spintex Branch Sakumono, Opposite Ecobank Sakumono *Eddy's Pizza Kasoa Branch Second bus stop, Kasoa *Eddy's Pizza Haatso Branch 416 Agbogba - Ashongman Rd, Accra *Eddy's Pizza Lapaz Branch Opposite MyBet Africa Shop, Lapaz *Eddy's Pizza East Legon Branch Above Compu Ghana, American House Junction... *Eddy's Pizza Ashaiman Branch *Eddy's Pizza Afienya Branch Afienya, Tema Close to Life International Church Calvary Chapel *Eddy's Pizza Kwashieman Branch On the Kwashieman - Santa Maria Road Close to PCG Trinity Congregation *Eddy's pizza Tema branch *Other Branches..... #promoday #buyandgetonefree#eddyspizzaofficial🍕🍕","The promo is still on! Grab a delicious box of your favorite pizza at any of our branches and get a box for free! We’re ready! Call for delivery 🛵 service around you.... Call: 📞0243927019 Find Eddy's at: *Ring Road, 66 Ring Road Central, Accra *Eddy's Pizza Osu Branch *Eddy's Pizza Dansoman Branch Dansoman High St, Sahara Junction *Eddy's Pizza Adenta Branch Bond's Square, Adenta Barrier *Eddy's Pizza Spintex Branch Sakumono, Opposite Ecobank Sakumono *Eddy's Pizza Kasoa Branch Second bus stop, Kasoa *Eddy's Pizza Haatso Branch 416 Agbogba - Ashongman Rd, Accra *Eddy's Pizza Lapaz Branch Opposite MyBet Africa Shop, Lapaz *Eddy's Pizza East Legon Branch Above Compu Ghana, American House Junction... *Eddy's Pizza Ashaiman Branch *Eddy's Pizza Afienya Branch Afienya, Tema Close to Life International Church Calvary Chapel *Eddy's Pizza Kwashieman Branch On the Kwashieman - Santa Maria Road Close to PCG Trinity Congregation *Eddy's pizza Tema branch *Other Branches..... #promoday #buyandgetonefree#eddyspizzaofficial🍕🍕",2026-03-13T19:48:59.191728,0,0,0,0,0,0,0,0,0,0,https://www.facebook.com/reel/684174569450758/,image,2026-03-13T19:49:04.535858
118,13a859e55b8ae5529f8f8934ed9a4555,"Still using an outdated WC? Upgrade to the Console Nano Glazing TranQ WC and enjoy: ✨ Easy-to-clean Nano Glazing ✨ Heavy-duty UF Seat Cover ✨ Strong Concealed Frame System ✨ Stylish Flush Button ✨ 5-Year Warranty Peace of Mind All for just 2,800GH₵ 🔥 Invest once. Enjoy comfort for years. 🌐 𝗪𝗲𝗯𝘀𝗶𝘁𝗲 : alanyogroup.com ☎️ 𝗛𝗼𝘁𝗹𝗶𝗻𝗲 :+233531978362 📌📌𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 :Weija-Kasoa main road, opposite eddy’s pizza or phastor limited Sampa valley, Accra Ghana 🇬🇭. #BathroomLuxury #TranQ #AlanyoGroup #WCUpgrade #ModernLiving #AccraHomes","Still using an outdated WC? Upgrade to the Console Nano Glazing TranQ WC and enjoy: ✨ Easy-to-clean Nano Glazing ✨ Heavy-duty UF Seat Cover ✨ Strong Concealed Frame System ✨ Stylish Flush Button ✨ 5-Year Warranty Peace of Mind All for just 2,800GH₵ 🔥 Invest once. Enjoy comfort for years. 🌐 𝗪𝗲𝗯𝘀𝗶𝘁𝗲 : alanyogroup.com ☎️ 𝗛𝗼𝘁𝗹𝗶𝗻𝗲 :+233531978362 📌📌𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 :Weija-Kasoa main road, opposite eddy’s pizza or phastor limited Sampa valley, Accra Ghana 🇬🇭. #BathroomLuxury #TranQ #AlanyoGroup #WCUpgrade #ModernLiving #AccraHomes",2026-03-13T19:48:56.700319,0,0,0,37000,0,0,0,0,0,0,https://www.facebook.com/reel/2083074835859240/,image,2026-03-13T19:49:04.531938
116,cd20ed372dd740b7b576eae5cfa60a56,"Luxury Marble Basin Promo ✨ Now selling at 5,000GH₵ ✔️ 100cm Marble Basin ✔️ LED Mirror ✔️ Quality Faucet Give your bathroom a modern luxury touch at a promo price. 📍 Visit Alanyo Group showroom today. 🌐 𝗪𝗲𝗯𝘀𝗶𝘁𝗲 : alanyogroup.com ☎️ 𝗛𝗼𝘁𝗹𝗶𝗻𝗲 :+233531978362 📌📌𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 :Weija-Kasoa main road, opposite eddy’s pizza or phastor limited Sampa valley, Accra Ghana 🇬🇭. #AlanyoGroup #BathroomGoals #MarbleBasin #AccraBusiness #HomeUpgrade #PromoDeal","Luxury Marble Basin Promo ✨ Now selling at 5,000GH₵ ✔️ 100cm Marble Basin ✔️ LED Mirror ✔️ Quality Faucet Give your bathroom a modern luxury touch at a promo price. 📍 Visit Alanyo Group showroom today. 🌐 𝗪𝗲𝗯𝘀𝗶𝘁𝗲 : alanyogroup.com ☎️ 𝗛𝗼𝘁𝗹𝗶𝗻𝗲 :+233531978362 📌📌𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 :Weija-Kasoa main road, opposite eddy’s pizza or phastor limited Sampa valley, Accra Ghana 🇬🇭. #AlanyoGroup #BathroomGoals #MarbleBasin #AccraBusiness #HomeUpgrade #PromoDeal",2026-03-13T19:48:56.587869,0,0,0,529,0,0,0,0,0,0,,image,2026-03-13T19:49:04.530596
115,29cd3ab2dc2457e0f4e38d63688f0f52,"TranQ WC Designed for hygiene, durability, and powerful flushing. ✔ UF Seat Cover – strong, durable & scratch-resistant ✔ Nano Glazing – smooth surface that resists stains & germs ✔ Siphonic Flush System – powerful, quiet & water-efficient ✔ 5-Year Warranty – guaranteed quality you can trust Perfect for modern homes, hotels & luxury bathrooms. 💰 Promo Price: GH₵1,850 ☎️ 𝗛𝗼𝘁𝗹𝗶𝗻𝗲 :+233531978362 📌📌𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 :Weija-Kasoa main road, opposite eddy’s pizza or phastor limited Sampa valley, Accra Ghana 🇬🇭. #TranQWC #LuxuryBathroom #GhanaHomes #PremiumWC #BathroomUpgrade","TranQ WC Designed for hygiene, durability, and powerful flushing. ✔ UF Seat Cover – strong, durable & scratch-resistant ✔ Nano Glazing – smooth surface that resists stains & germs ✔ Siphonic Flush System – powerful, quiet & water-efficient ✔ 5-Year Warranty – guaranteed quality you can trust Perfect for modern homes, hotels & luxury bathrooms. 💰 Promo Price: GH₵1,850 ☎️ 𝗛𝗼𝘁𝗹𝗶𝗻𝗲 :+233531978362 📌📌𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 :Weija-Kasoa main road, opposite eddy’s pizza or phastor limited Sampa valley, Accra Ghana 🇬🇭. #TranQWC #LuxuryBathroom #GhanaHomes #PremiumWC #BathroomUpgrade",2026-03-13T19:48:56.536725,0,0,0,28000,0,0,0,0,0,0,https://www.facebook.com/reel/2864702137216135/,image,2026-03-13T19:49:04.530041
113,54df9ccffb5a88e6e40e9e52715673a9,"Mega Double Kitchen Sink – Built for Modern Kitchens Premium Double Bowl Kitchen Sink (150 × 46 × 220) Designed for convenience, performance, and durability: • Comes with Two Chopping Boards • Two Pull-Out Faucets for flexible use • Four Strainers for efficient drainage • Strong, durable construction • 5-Year Warranty Guaranteed Promotion Price: 5,500 Cedis Available exclusively at Alanyo Group — Upgrade your kitchen with the complete all-in-one sink solution today. 🌐 𝗪𝗲𝗯𝘀𝗶𝘁𝗲 : alanyogroup.com ☎️ 𝗛𝗼𝘁𝗹𝗶𝗻𝗲 :+233531978362 📌📌𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 :Weija-Kasoa main road, opposite eddy’s pizza or phastor limited Sampa valley, Accra Ghana 🇬🇭. #KitchenUpgrade #DoubleKitchenSink #ModernKitchen #HomeUpgrade #QualityKitchen #AlanyoGroup #PromoDeal","Mega Double Kitchen Sink – Built for Modern Kitchens Premium Double Bowl Kitchen Sink (150 × 46 × 220) Designed for convenience, performance, and durability: • Comes with Two Chopping Boards • Two Pull-Out Faucets for flexible use • Four Strainers for efficient drainage • Strong, durable construction • 5-Year Warranty Guaranteed Promotion Price: 5,500 Cedis Available exclusively at Alanyo Group — Upgrade your kitchen with the complete all-in-one sink solution today. 🌐 𝗪𝗲𝗯𝘀𝗶𝘁𝗲 : alanyogroup.com ☎️ 𝗛𝗼𝘁𝗹𝗶𝗻𝗲 :+233531978362 📌📌𝗦𝗵𝗼𝘄𝗿𝗼𝗼𝗺 :Weija-Kasoa main road, opposite eddy’s pizza or phastor limited Sampa valley, Accra Ghana 🇬🇭. #KitchenUpgrade #DoubleKitchenSink #ModernKitchen #HomeUpgrade #QualityKitchen #AlanyoGroup #PromoDeal",2026-03-13T19:48:56.426115,0,0,0,938,0,0,0,0,0,0,https://www.facebook.com/reel/924197490157151/,image,2026-03-13T19:49:04.528934
110,35eeff9a808c70cb897d97136f4bc00a,Visit us at Adenta-Dodowa road after Eddy's pizza #ankara #ghanafashion #casualstyle #accrafashion #bubu #wedding #accraweddings #ghanamomsinbusiness #ghanamoms #shortdress #ShortDressStyle,Visit us at Adenta-Dodowa road after Eddy's pizza #ankara #ghanafashion #casualstyle #accrafashion #bubu #wedding #accraweddings #ghanamomsinbusiness #ghanamoms #shortdress #ShortDressStyle,2026-03-13T19:48:55.835829,0,0,0,333,0,0,0,0,0,0,,image,2026-03-13T19:49:04.527310
