video_id,title,description,channel_id,channel_name,published_at,duration,view_count,like_count,comment_count,tags,thumbnail_url,post_url,scraped_at
2FaO14XVdUk,"The Money Is Broken, And Bitcoin Is the Fix: Stafford Masie | Masterminds Podcast EP44","Download Achieve By Petra - https://app.theachieveproject.com/PSL0001000


The problem is not prices.
The problem is the money.

In this powerful episode of the Masterminds Podcast, Richie Mensah sits down with Stafford Masie to unpack why modern financial systems are fundamentally broken, and why Bitcoin might be the most important invention of our time.

From inflation and money printing to the collapse of empires and the rise of hard money, this conversation goes beyond hype. It’s about principles, power, and understanding how money really works.

If you don’t understand money, you will always be vulnerable to it.

In this episode, you’ll learn:

Why fiat money is losing value
What inflation actually means (and why it’s hidden)
The difference between broken money and hard money
Why Bitcoin was created
How money printing reshapes economies
What this means for Africa
Why financial literacy is no longer optional",UC38EAWMmpcED1kG7YGXHxPg,Richie Mensah,2026-02-11T01:00:03-08:00,6564,10175,406,54,,https://i.ytimg.com/vi/2FaO14XVdUk/maxresdefault.jpg,https://www.youtube.com/watch?v=2FaO14XVdUk,2026-03-18T10:12:13.998307
pXlMKzcZlwM,"Sleep Doctor: If You Wake Up At 3AM, DO NOT Do This!","Are you always tired? Sleep Expert Dr. Michael Breus breaks down the 4 chronotypes to master your sleep, how to fix insomnia, the truth about sleep apnea, and why the 8-hour myth is wrong! 

Dr. Michael Breus is a clinical psychologist and a Diplomate of the American Board of Sleep Medicine. He has appeared on The Oprah Winfrey Show, served as a WebMD sleep expert, and is also the bestselling author of books such as, ‘Sleep Drink Breathe’.

He explains: 
▪️The 4 chronotypes that dictate your ideal daily schedule 
▪️Why waking up at 3am is a biological temperature spike 
▪️The ""3-2-1 Rule"" for the perfect evening wind-down 
▪️The exact pillow checklist to fix neck pain and snoring 

00:00 Intro  
02:23 Why This Sleep Expert Spent 20 Years Fixing People’s Sleep  
07:02 How to Choose the Right Bed and Pillow for Better Sleep  
09:12 How a “Caffeine Nap” Gives You 4 Hours of Extra Energy  
13:04 Why Knowing Your Sleep Chronotype Changes Everything  
21:17 What It Means If You're Most Productive in the Late Morning  
26:04 Are You Getting Grumpier With Age? Here’s Why  
27:01 How Early School Start Times Hurt Kids’ Academic Success  
31:17 The #1 Parenting Strategy to Prevent Childhood Sleep Issues  
33:57 Can You Drink Alcohol and Still Sleep Well? Here's How  
36:48 How Your Chronotype Dictates the Best Time to Drink Alcohol  
38:02 Why Late-Night Snacking Is Ruining Your Sleep  
39:34 The Best Relaxation Exercises to Help You Fall Asleep Fast  
57:20 Why 2026 Could Be the Year of a Global Sleep Crisis  
1:00:41 Ads  
1:02:31 1 in 7 People Have Sleep Apnea—But 90% Don’t Know It  
1:04:46 6 Warning Signs of Sleep Apnea You Shouldn’t Ignore  
1:06:19 Should Couples Sleep Separately? The Surprising Answer  
1:07:43 Why Sleep Apnea Looks Different in Men vs. Women  
1:11:23 The Terrifying Health Risks of Not Sleeping Well  
1:13:57 The Biggest Myths About Insomnia—Debunked  
1:18:59 The Powerful Link Between Poor Sleep and Depression  
1:20:54 The Truth Behind Melatonin: What They’re Not Telling You  
1:26:11 Why Kids Are Overdosing on Melatonin—And How to Prevent It  
1:27:50 The Smart Way to Beat Jet Lag Fast  
1:31:50 Is It Safe to Take Melatonin Every Night?  
1:34:27 The Most Researched Sleep Supplement You’ve Never Heard Of  
1:36:28 Can Ashwagandha Help With Nighttime Overthinking?  
1:37:21 The Science Behind Turkey, Milk, and Better Sleep  
1:43:41 Ads  
1:45:56 The Power of Sleep Routines and How to Build Yours  
1:47:09 Should You Use a Sleep-Tracking Wearable? Pros and Cons  
1:50:18 What Your Dreams Are Really Trying to Tell You  
1:53:54 How to Reprogram Recurring Nightmares (And Why It Works)  
2:00:21 The “First Night Effect” Explained—And Why It Matters  
2:06:32 Is There a Best Time of Day to Fall in Love?  
2:07:53 How to Pick the Perfect Pillow in 4 Simple Steps  

Enjoyed the episode? Share this link and earn points for every referral - redeem them for exclusive prizes: https://doac-perks.com 

Follow Dr Michael: 
Instagram - https:",UCGq-a57w-aPwyi3pW7XLiHw,The Diary Of A CEO,2026-02-09T00:00:55-08:00,8654,4631039,123000,7500,,https://i.ytimg.com/vi_webp/pXlMKzcZlwM/maxresdefault.webp,https://www.youtube.com/watch?v=pXlMKzcZlwM,2026-03-18T00:01:16.743493
2JPug9J6dgo,Stop Begging for Mentors. Build This Instead || Masterminds Podcast EP43,"Download Achieve By Petra - https://app.theachieveproject.com/PSL0001000

Most people say they’re looking for a mentor. What they’re really missing is a mentorship system.

In this solo episode of the Masterminds Podcast, Richie Mensah breaks down why waiting for a “big person” to mentor you is the wrong approach, and what you should be building instead if you actually want to grow.

This episode reframes mentorship as a process, not a person.
It’s about learning how to extract lessons, principles, and patterns from people, environments, books, experiences, and even failure, without needing access, permission, or proximity.

If you’ve been stuck waiting for guidance, validation, or opportunity, this episode will give you a practical framework to move forward immediately.

In this episode, you’ll learn:

Why begging for mentors keeps people stuck
The difference between mentors and mentorship systems
How to learn from people without having direct access to them
The types of mentorship most people ignore
How to extract principles instead of copying paths
Why self-directed learning is a superpower
How to grow faster with intention and structure",UC38EAWMmpcED1kG7YGXHxPg,Richie Mensah,2026-02-08T01:00:08-08:00,915,4113,220,24,,https://i.ytimg.com/vi_webp/2JPug9J6dgo/maxresdefault.webp,https://www.youtube.com/watch?v=2JPug9J6dgo,2026-03-18T10:13:03.670880
0t_DD5568RA,Cognitive Decline Expert: The Disease That Starts in Your 30s but Kills You in Your 70s,"Alzheimer’s expert LOUISA NICOLA explains early Alzheimer’s risk, why creatine fuels brain energy and memory, deep sleep hacks, and why sitting is a silent killer!

Louisa Nicola is a leading neurophysiologist and human performance coach who studies the brain and nervous system. She is the founder of Neuro Athletics, a consulting firm that provides scientific strategies for cognitive performance, and is also currently finishing her PhD at the University of Washington. 

She explains:
▪️Why 70% of Alzheimer's patients are women
▪️The ""leaky brain"" warning signs you are ignoring
▪️Why menopause triggers a 30% drop in brain energy
▪️How 20 minutes of Zone 5 training reverses heart aging
▪️Why your ""willpower muscle"" shrinks without hard challenges

*(0:00) Intro*
*(2:31) Why I’m on a Mission to Prevent Alzheimer’s for Millions*
*(2:58) Alzheimer’s Might Be More Preventable Than You Think*
*(4:34) How Lifestyle Habits Quietly Lead to Dementia*
*(8:43) Why Some Older Adults Stay Mentally Sharper Than the Young*
*(12:35) What Short-Form Content Is Doing to Your Brain*
*(13:47) The Hidden Cognitive Power of Exercise*
*(16:31) Why Strong Legs Might Be a Key to Brain Health*
*(17:23) How Resistance Training Rewires Your Brain*
*(21:08) Can Exercise Actually Help Suppress Cancer?*
*(22:58) The One Exercise That Shields Your Brain Over Time*
*(25:42) Can Aerobic Training Help Prevent Alzheimer’s?*
*(28:47) What Cardiovascular Health Really Means for Your Brain*
*(32:15) Why VO2 Max Could Predict How Long You’ll Live*
*(34:45) The Best Exercises for Long-Term Brain and Mental Health*
*(41:45) What to Do Right After an Alzheimer’s Diagnosis*
*(45:05) Why the Ketogenic Diet Could Benefit Perimenopausal Women*
*(50:12) What You Should Know About Hormone Replacement Therapy*
*(52:31) How to Find the Best HRT for Your Body and Brain*
*(1:00:24) Ads*
*(1:01:56) The Overlooked Link Between Sleep Loss and Alzheimer’s*
*(1:03:42) Why You Need to Rethink Your Sleep Habits Now*
*(1:07:01) Can Ashwagandha and Rhodiola Really Reduce Stress?*
*(1:10:02) The Most Potent Brain Supplement You’ve Never Tried*
*(1:14:04) How Vitamin D Supports Longevity and Brain Health*
*(1:15:03) The Most Affordable Way to Boost Brain and Body Function*
*(1:34:34) Ads*
*(1:36:27) Why Doing Hard Things Literally Grows Your Brain*
*(1:43:28) Are Chatbots Causing Brain Rot? Here’s What We Know*
*(1:49:03) The Truth Women Deserve to Hear About Their Health*
*(1:57:39) What Happens When You’re Obsessed With Your Mission*

Enjoyed the episode? Share this link and earn points for every referral - redeem them for exclusive prizes: https://doac-perks.com 

Independent Research: https://stevenbartlett.com/wp-content/uploads/2026/02/DOAC-Louisa-Nicola-Independent-Research-further-reading.pdf

Follow Louisa:
Instagram - https://linkly.link/2ZgsR 
YouTube - https://linkly.link/2ZgsW 
X - https://linkly.link/2Zgsa 
Neuroathletics - https://linkly.link/2Zgsf 
Podcast - https://linkly.link/2ZmIF 

You can l",UCGq-a57w-aPwyi3pW7XLiHw,The Diary Of A CEO,2026-02-05T00:00:03-08:00,7482,1871009,52000,4600,,https://i.ytimg.com/vi_lc/0t_DD5568RA/maxresdefault_en.jpg?sqp=CMDG6M0GovOX_wMyEjBodHRwczovL2kueXRpbWcuY29tL3ZpLzB0X0RENTU2OFJBL2hxZGVmYXVsdC5qcGc=&rs=AOn4CLD2K-s8AbqHQcUlppV5I5xFx8sYJg,https://www.youtube.com/watch?v=0t_DD5568RA,2026-03-18T00:01:41.331702
ajlpomePey8,Principles Over Tactics: Vusi Thembekwayo Breaks It Down || Masterminds Podcast EP42,"Download Achieve By Petra - https://app.theachieveproject.com/PSL0001000

Vusi Tools - https://sosfounderdna.com/

Most people are obsessed with tactics.
Very few are willing to live by principles.

In this episode of the Masterminds Podcast, Richie Mensah sits down with Vusi Thembekwayo for a deep, uncompromising conversation about discipline, standards, systems, and the personal cost of long-term success.

This is not a conversation about hacks or shortcuts.
It’s about the principles that sustain greatness when motivation fades and applause disappears.

Vusi breaks down why consistency without recognition builds real power, why pain is part of the process most people avoid, and why those who win long-term are guided by values, not trends.

If you’re serious about leadership, business, and personal mastery, this episode will challenge how you think and how you operate.


In this episode, you’ll learn:

Why principles matter more than tactics
The role of discipline when no one is watching
Why most people quit before results show
How systems create freedom and scale
The difference between motivation and standards
What long-term success actually demands
Why pain is part of the price of excellence

Chapter
00:00 – Intro
05:40 – The Discipline to Do the Same Thing Every Day
11:20 – Pain Is Part of the Price of Success
16:55 – Motivation Is Temporary. Standards Are Permanent
22:30 – Consistency Without Feedback
28:05 – Martial Arts, Structure & Mental Toughness
33:40 – Systems Over Hustle
39:10 – If You Can’t Leave Your Business, You Don’t Own It
44:45 – Leadership Is Lonely
50:15 – Why Most People Never Go the Distance
55:40 – Principles That Sustain Long-Term Success
1:01:10 – Final Thoughts on Mastery & Legacy",UC38EAWMmpcED1kG7YGXHxPg,Richie Mensah,2026-02-04T01:00:03-08:00,4159,44397,1500,147,,https://i.ytimg.com/vi/ajlpomePey8/maxresdefault.jpg,https://www.youtube.com/watch?v=ajlpomePey8,2026-03-18T10:02:34.832470
sR7S2Q3c04g,I Met An Uncontacted Tribe: They Killed My Friend! (VIDEO PROOF),"This is a FIRST for The Diary Of A CEO…a live snake on set, with jungle explorer PAUL ROSOLIE. 
After 20 years surviving jaguars, anacondas, cartels, and uncontacted tribes, he warns of a collapse that could end life on Earth!

Paul Rosolie is an American conservationist who has spent over 2 decades living in the Amazon rainforest. He is the co-founder and director of Junglekeepers, a non-profit protecting areas of rainforest from logging and mining, and is the bestselling author of books such as, ‘Junglekeeper: What It Takes to Change the World’.  

He explains: 
◼️What happens when a live snake is inches from your face
◼️Being surrounded by warriors with 7-foot bows and arrows
◼️Why humans living outside history don’t suffer modern misery
◼️How the jungle keeps you alive when everything goes wrong
◼️The moment you realise this place is bigger than humanity itself

00:00 Intro
02:34 Why I'm on a Mission to Save the Amazon
05:32 A Warning From 20 Years Deep in the Jungle
11:25 The Wild Start to a Life-Changing Amazon Journey
15:34 What It’s Like to Meet an Uncontacted Tribe for the First Time
19:58 Why This Ancient Rainforest Is at Risk of Vanishing
26:36 How the Jungle Changed Me Over the Last Decade
28:56 The Moment We Discovered the Uncontacted Tribes
42:04 Rare Footage of Tribes the World Wasn’t Meant to See
46:01 When the Tribe Women Took Our Food—And Why It Mattered
47:06 Do Uncontacted Tribes Really Eat Humans?
54:20 How Many Uncontacted Tribes Are Still Out There?
59:13 Can These Tribes Really Talk to Monkeys?
01:01:39 Are They Just Searching for Happiness Like Us?
01:03:25 Do Tribal People Still Live in Huts? Here’s the Truth
01:06:40 The Most Haunting Stories I’ve Heard in the Jungle
01:09:26 Why I Had to Stop Right Then and There
01:10:18 Could You Live Like an Uncontacted Tribe?
01:11:35 Ads
01:13:53 How I Almost Got Crushed by a Giant Snake
01:15:53 What It’s Like Being Eaten Alive (And Surviving)
01:18:06 How Jane Goodall Ended Up Saving My Life
01:22:09 The Show Meant to Help the Amazon That Went All Wrong
01:29:36 What Handling Snakes Taught Me About Control
01:44:24 Should You Really Be Afraid of Snakes?
01:46:18 Ads
01:47:41 What 20 Years in the Jungle Taught Me About Life
01:55:50 How Do You Know When It’s Time to Walk Away?
02:12:17 Are Humans Really the Most Important Species?
02:16:06 How AI and Robots Might Change the Jungle Forever
02:23:15 I Saw the Birth of the Universe on Ayahuasca
02:27:22 What Is the Jungle Keeper’s Real Mission?
02:30:20 Ancient Jungle Medicine That’s Still Saving Lives
02:34:30 What It’s Like to Live in the Jungle With My Wife
02:41:42 What Still Scares Me After Everything I've Faced
02:44:14 If You Had 3 Years Left, What Would You Regret Most?

Enjoyed the episode? Share this link and earn points for every referral - redeem them for exclusive prizes: https://doac-perks.com 

Follow Paul: 
Instagram - https://bit.ly/4t6fvIs
TikTok - https://bit.ly/45F9xEx 
Facebook - https://bit.ly/4a2tV3E 
Jungleke",UCGq-a57w-aPwyi3pW7XLiHw,The Diary Of A CEO,2026-02-02T00:01:05-08:00,9943,1462987,35000,3800,,https://i.ytimg.com/vi_lc/sR7S2Q3c04g/maxresdefault_en-US.jpg?sqp=CMDG6M0GovOX_wMyEjBodHRwczovL2kueXRpbWcuY29tL3ZpL3NSN1MyUTNjMDRnL2hxZGVmYXVsdC5qcGc=&rs=AOn4CLBuSlANwunjGiRYc1y8guQFW2Q9sA,https://www.youtube.com/watch?v=sR7S2Q3c04g,2026-03-18T00:02:04.972377
aT0-3A1O6XY,Masterminds Across Africa – South Africa Is Just the Beginning,,UC38EAWMmpcED1kG7YGXHxPg,Richie Mensah,2026-02-01T01:00:02-08:00,379,43853,160,18,,https://i.ytimg.com/vi_webp/aT0-3A1O6XY/maxresdefault.webp,https://www.youtube.com/watch?v=aT0-3A1O6XY,2026-03-18T10:15:41.534730
99xyy1nUpug,Early Retirement Expert: A House Vs Stocks... (Here Is The Truth),"Can 1 hour a day make you a millionaire? Bestselling author DAVID BACH reveals how the first-hour rule, retirement investing, passive income ideas, and 401k matching build financial freedom…FAST!

David Bach is a 10x New York Times bestselling author and one of America’s most trusted financial experts. He has helped millions become financially secure for life, and also serves  as Director of Advisor and Investor Education at AE Wealth Management. He is the consecutive New York Times bestseller with over 7 million books, including books such as: ‘The Automatic Millionaire, 20th Anniversary Edition’. 

He explains: 
◼️Why saving $27 a day can outperform earning more money
◼️The phone automation trick that doubles your savings without willpower
◼️The hidden system that keeps most people in debt
◼️The real reason 70% of people stay broke despite earning more
◼️The wealth code for your 20s, 30s, 40s, and 50s

00:00 Intro
02:45 How I Helped Millions Become Millionaires
04:48 How My Grandma Became a Millionaire With an Average Job
09:40 Why Smart Women Finish Rich And What They Know That Others Don’t
12:36 Why Boring Investments Build the Most Wealth
16:17 Why 50% Stay Broke And How One Hour a Day Can Change Everything
19:43 The 70/30 Rule That Separates Millionaires From Everyone Else
22:36 Are Homeowners Actually Wealthier? Here's the Surprising Truth
27:38 Stocks vs. Real Estate: Which Grows Wealth Faster?
31:24 What Buying a House Really Costs (And If It’s Still Worth It)
34:54 Should You Invest in the S&P 500 or Buy a Home?
36:41 Will Buying a House Limit Your Career Opportunities?
41:06 A Simple Framework to Break Free From Debt
42:55 How the Average Person Wastes $10,000 a Year Without Noticing
43:59 How Much You Should Save Daily to Become a Millionaire
52:02 How to Save Tens of Thousands Without Changing Your Lifestyle
54:14 Ad Break
55:18 The Hidden Dangers of Debt—And How to Escape Them
59:50 The Easiest Way to Boost Your Income Starting Today
1:03:09 Is Making Money Just a Mindset Game? Here's What the Data Says
1:05:35 How to Grow Your Savings Without Even Noticing
1:10:32 This Phone Hack Could Save You Hundreds Every Month
1:13:40 Should You Be Investing in Tech Funds Right Now?
1:20:37 Ad Break
1:22:33 6 Costly Money Mistakes Most Couples Make
1:30:39 Why Knowing Your Partner’s Finances Could Save Your Relationship
1:33:56 Why the Next Decade Is the Biggest Wealth Opportunity of Our Lifetime
1:36:25 Should You Pay Off Your Mortgage Early or Invest the Difference?

Enjoyed the episode? Share this link and earn points for every referral - redeem them for exclusive prizes: https://doac-perks.com 

Follow David: 
Website - https://bit.ly/3ZBpmbB 
Instagram - https://bit.ly/3LTngkk 
X - https://bit.ly/4t29SLg 
YouTube - https://bit.ly/4t5y936 

You can purchase ‘The Automatic Millionaire, 20th Anniversary Edition’, here: https://amzn.to/4pZYBbH 

The Diary Of A CEO:
◼️Join DOAC circle here - https://doaccircle.com/ 
◼️Buy The Diary Of A CEO bo",UCGq-a57w-aPwyi3pW7XLiHw,The Diary Of A CEO,2026-01-29T00:00:07-08:00,6577,2301697,50000,4500,,https://i.ytimg.com/vi/99xyy1nUpug/maxresdefault.jpg,https://www.youtube.com/watch?v=99xyy1nUpug,2026-03-18T00:02:30.590284
ZlcVkxGVau0,How Money Really Works || Masterminds Special EP41,"Most people work hard for money, but very few understand how money actually works.

In this Masterminds Special, Richie Mensah curates the most powerful insights from three of our most impactful conversations on money and wealth, featuring Adnan Saani, Derrick Abaitey, and Obeng Darko.

This episode connects the dots between earning, managing, growing, and sustaining wealth, breaking down the stages of money, the mindset shifts required at each level, and the mistakes that keep people stuck financially for years.

This is not motivation.
It’s financial clarity.

If you’ve ever felt confused about money, progress, or why hard work isn’t translating into wealth, this episode will reset how you think about income, business, and long-term financial freedom.


In this Masterminds Special, you’ll learn:

How money actually flows in the real world
The difference between income, wealth, and assets
Why most people get stuck at the same financial level
The stages of wealth creation (job, business, investment)
How mindset affects your financial outcomes
Why discipline and structure matter more than luck
The long-term thinking required to build real wealth",UC38EAWMmpcED1kG7YGXHxPg,Richie Mensah,2026-01-28T01:00:54-08:00,2089,20691,371,32,,https://i.ytimg.com/vi/ZlcVkxGVau0/maxresdefault.jpg,https://www.youtube.com/watch?v=ZlcVkxGVau0,2026-03-18T10:02:53.017224
w3dTmyZq4Qk,The Microbiome Doctor: Doctors Were Wrong! The 3 Foods You Should Eat For Perfect Gut Health!,"World-leading gut health expert PROFESSOR TIM SPECTOR reveals brand new research around why dementia, depression, and anxiety may start in the gut, how flossing lowers Alzheimer’s risk, and the TOP foods that stop inflammation! 

Professor Tim Spector is a medical doctor, Professor of Genetic Epidemiology at King’s College London, and co-founder of ZOE, a science-led nutrition company. He has been recognised as one of the top 1% of most-cited scientists worldwide, and is the author of bestselling books, including 'Ferment’. 

He explains:
◼️Why ultra-processed foods hijack your brain, mood, and behaviour
◼️The role of oral health and gum bacteria in brain inflammation
◼️Why most brain diseases share the same underlying risk factors
◼️The daily gut habits that improve focus, and cognitive resilience
◼️How poor sleep, stress, and late-night eating trigger brain fog and fatigue

(00:10) Intro
(02:48) Why My Mum No Longer Recognises Me
(04:17) Is Dementia Becoming More Common—or Just Better Diagnosed?
(05:17) The Hidden Dementia Types You Might Be at Risk For
(07:53) How Your Gut Health Could Be Shaping Your Brain
(11:28) What Your Diet Is Really Doing to Your Mood
(14:19) Why You’re Craving Unhealthy Food—and How to Break the Cycle
(14:55) Can Chronic Stress Increase Your Dementia Risk?
(16:07) Could Vaccines Be Linked to Depression?
(17:57) The Immune System’s Shocking Role in Brain Disorders
(21:13) Does Parkinson’s Disease Begin in the Gut?
(24:27) 8 Gut Health Rules That Can Transform Your Wellbeing
(25:55) Is Coffee Actually Good for Your Gut? Here’s What We Know
(30:34) Why You Should Eat 30 Different Plants Each Week
(34:51) Prebiotics vs Probiotics: Which One Does Your Body Really Need?
(39:27) How Flossing (or Not) Could Affect Your Risk of Dementia
(40:40) What Our Belief in Science vs Religion Reveals About Us
(46:06) Ads
(48:07) Why Fermented Foods Are Crucial for Gut and Brain Health
(56:08) Are You Eating the Wrong Kind of Protein?
(57:04) This Matters More Than Counting Calories
(58:24) The Hidden Dangers of Ultra-Processed Foods
(01:01:44) What’s the Healthiest Bread You Can Actually Eat?
(01:02:50) Are You Really Gluten-Free—Or Just Guessing?
(01:05:11) What Most People Get Wrong About Nuts
(01:06:34) Why These Foods Deserve the 'Superfood' Title
(01:08:22) What Fasting Does to Your Gut—and Why It Matters
(01:10:13) Ads
(01:12:05) The Keto Diet: What Condition It Could Actually Heal
(01:16:25) Can a Keto Diet Still Support a Healthy Gut?
(01:20:37) You Have Microplastics in Your Blood—Now What?
(01:22:53) How GLP-1s Could Radically Change Your Health
(01:25:45) Surprising Brain Benefits of Sauna Use
(01:26:36) How Socialising Might Be Protecting Your Brain
(01:27:17) How Childhood Trauma Could Shape Disease Later in Life
(01:30:53) Why Food Might Be the Most Powerful Medicine
(01:32:17) How to Build a Better Relationship With Food

Follow Tim:
Instagram - https://bit.ly/4jXTsPZ 
X - https://bit.ly/4qCNW88 
ZOE YouTube - https://bit.",UCGq-a57w-aPwyi3pW7XLiHw,The Diary Of A CEO,2026-01-26T00:01:06-08:00,5919,1698357,43000,2700,,https://i.ytimg.com/vi_webp/w3dTmyZq4Qk/maxresdefault.webp,https://www.youtube.com/watch?v=w3dTmyZq4Qk,2026-03-18T00:02:54.389419
2-L44WVR1b8,"Africa Is the Future, But Only If We Change Our Mindset: MJ Jalloh || Masterminds Podcast EP40","Everyone talks about Africa’s potential.
Very few talk about the mindset required to unlock it.

In this episode of the Masterminds Podcast, Richie Mensah sits with MJ Jalloh to unpack the hard truths about Africa’s future, from education and excellence to systems, leadership, and narrative control.

This is not a conversation about blame.
It’s about responsibility.

MJ explains why Africa is rich in resources but still struggles, how mindset shapes outcomes at both individual and national levels, and why the next phase of African growth depends less on aid and more on thinking differently, building systems, and demanding excellence.

If you care about Africa’s future — this conversation will challenge how you see it.

In this episode, you’ll learn:

Why Africa’s biggest challenge is mindset, not resources
The role of education in shaping power and progress
How narratives influence confidence and global perception
Why excellence must become non-negotiable
The danger of waiting for governments to fix everything
What young Africans must do differently
How to think long-term about Africa’s place in the world",UC38EAWMmpcED1kG7YGXHxPg,Richie Mensah,2026-01-25T01:00:03-08:00,3821,1299,44,5,,https://i.ytimg.com/vi_webp/2-L44WVR1b8/maxresdefault.webp,https://www.youtube.com/watch?v=2-L44WVR1b8,2026-03-18T10:03:00.308297
nJeU72Rgjh4,The Man Warning The West: Trump Is Changing The World Behind The Scenes,"Political commentator Konstantin Kisin breaks down Iran’s turning point, how Greenland could reshape global power, why he thinks mass immigration must stop, and how Trump’s actions in Venezuela exposes Europe!

Konstantin Kisin is a political thinker and co-host of the podcast TRIGGERnometry, known for his sharp analysis of geopolitics, immigration, and cultural issues. He is also the best-selling author of the book, ‘An Immigrant's Love Letter to the West’.

He explains:
◼️Why the post-war rules-based order is collapsing, and what a multipolar world really looks like
◼️How nuclear weapons have become the only true source of national security
◼️Why Europe’s economic and energy choices destroyed its global influence
◼️Why AI-driven job losses could fuel extremism and radical redistribution
◼️How Greenland could shift global power dynamics in America’s favour

00:00 Intro
02:51 What’s Really Going On in the World Right Now?
08:32 How Much of This Chaos Links Back to Nuclear Weapons?
13:17 Why Every Global Superpower Is Acting Alone
19:41 Where Is the UK Headed If This Keeps Up?
20:45 Can the UK Still Make a Comeback?
24:20 Why Socialism Is Rising Again—And What It Means
30:36 Are We Actually Moving Toward a Communist World?
37:04 What the Iran Protests Reveal About Global Unrest
44:01 Did Trump Really Try to Buy Greenland—And Why?
46:07 Are Multipolar Powers Helping or Hurting the World Order?
46:35 What China's Shrinking Child Population Means for the Future
53:09 What Do You Really Think of Keir Starmer?
57:43 The Real Debate Around Taxing the Rich in the UK
01:04:46 What Kind of Leader Does the UK Desperately Need?
01:08:48 Why the UK’s Wealth Mindset Needs a Rethink
01:16:07 What History Can Teach Us About Today’s Crisis
01:19:28 How Power Struggles Shape Nations—and Collapse Them
01:20:34 Is Trump the Leader for This Moment in History?
01:23:14 What Would Make You Leave the UK for Good?
01:26:08 The One Issue You Can’t Ignore on the Right
01:29:15 Are You Truly Happy Right Now?
01:31:08 What’s Your Biggest Worry for Your Kids’ Future?
01:32:06 Who Shaped You Most, Outside of Family?

Follow Konstantin:
Instagram - https://bit.ly/4r30J3p
X - https://bit.ly/4pJf7wx
Substack - https://bit.ly/4bbvnmv
Podcast - https://bit.ly/4r5reW2

You can purchase Konstantin’s book, ‘An Immigrant's Love Letter to the West’, here: https://amzn.to/3YQavd7 

The Diary Of A CEO:
◼️Join DOAC circle here - https://doaccircle.com/ 
◼️Buy The Diary Of A CEO book here - https://smarturl.it/DOACbook 
◼️The 1% Diary is back - limited time only: https://bit.ly/3YFbJbt 
◼️The Diary Of A CEO Conversation Cards (Second Edition): https://g2ul0.app.link/f31dsUttKKb 
◼️Get email updates - https://bit.ly/diary-of-a-ceo-yt 
◼️Follow Steven - https://g2ul0.app.link/gnGqL4IsKKb 

Sponsors:
Shopify - https://shopify.com/bartlett 
Ketone - https://ketone.com/STEVEN for 30% off your subscription order 
Vanta - https://vanta.com/diary for $1000 off",UCGq-a57w-aPwyi3pW7XLiHw,The Diary Of A CEO,2026-01-22T00:00:52-08:00,5726,5506516,134000,23000,,https://i.ytimg.com/vi_webp/nJeU72Rgjh4/maxresdefault.webp,https://www.youtube.com/watch?v=nJeU72Rgjh4,2026-03-18T00:03:17.904291
69Y5ux2qf3Y,"You’re Not Stuck, You’re Undisciplined: Moses B. Arthur Explains || Masterminds Podcast EP39",,UC38EAWMmpcED1kG7YGXHxPg,Richie Mensah,2026-01-21T01:00:09-08:00,4556,10880,439,157,,https://i.ytimg.com/vi_webp/69Y5ux2qf3Y/maxresdefault.webp,https://www.youtube.com/watch?v=69Y5ux2qf3Y,2026-03-18T10:19:28.260178
