id,comment_id,video_id,author_name,text,likes,timestamp,is_reply,parent_id,scraped_at
30,0eab47f53c6d93ac1f955525a3cf2490,7605278593505152274,,Is good I saw it today 🤣,0,,0,,2026-03-14T19:14:43.846704
31,7fd3776ce8d737411392a758a5993322,7603865373133327636,,[Sticker],0,,0,,2026-03-14T16:04:38.187043
32,312ffe0c215666975f9a88403adff2cc,7603865373133327636,,influencer o,0,,0,,2026-03-14T16:04:38.188660
33,060b78fb0f98b4f1a9cfc4eba4e3c6e7,7603865373133327636,,do more voice overs olayyyy😂😂,0,,0,,2026-03-14T16:04:38.189279
34,4647fafa6c44c8eb15312feca53f56df,7603865373133327636,,invite me too,0,,0,,2026-03-14T16:04:38.187928
35,bebf86ac4bf31220a06bcacceb03585c,7603865373133327636,,you couldn't say no and you didn't call me😭,0,,0,,2026-03-14T16:04:38.190895
36,73dfc15923eeea985d9b2510cb5b5939,7603865373133327636,,Gaizzz he got there before the host 🤣🤣,0,,0,,2026-03-14T16:04:38.191981
37,6e4e22f864a9c7d59cbd38c5445b0a9d,7603865373133327636,,oh wow,0,,0,,2026-03-14T16:04:38.191544
38,ae4de1e103796a3738587e8317176adf,7603865373133327636,,[Sticker] Why didn’t you involve us,0,,0,,2026-03-14T16:04:38.192431
39,f50f9f1860ff2aa2d427f62047432af2,7603865373133327636,,Enjoyment man oo,0,,0,,2026-03-14T12:39:49.013892
40,62d16cba694797e4200d55103bc7161c,7603865373133327636,,eiii it’s over between us😭😭,0,,0,,2026-03-14T16:04:38.193364
41,822dc3624bf58c62ad5c86dcf1ffe15a,7575731726064815416,,The bestt💕,0,,0,,2026-03-14T12:40:02.731619
42,a467d31adbc6e6d7447ea4ca65fa398e,7575731726064815416,,🥰🥰🥰,0,,0,,2026-03-14T12:40:02.732734
43,28fcf2ea84c2f6c648c8695204b55e3b,7354111040881167621,,Like the location,0,,0,,2026-03-14T16:05:21.656722
44,d705e77d2c5d898ec397fb641b996a85,7354111040881167621,,Please i want some of the pizza 🍕,0,,0,,2026-03-14T16:05:21.657697
62,63841551ddd1c83a5935b5c100d9f3f2,7605915561721187592,,Kwame Eddy’s pizza 🍕 my fav 😂,0,,0,,2026-03-14T12:41:03.462276
63,51481331ac28b26e874797c952e2332f,7605915561721187592,,My favorite 🥰,0,,0,,2026-03-14T12:41:03.463377
64,bb901604d0bf16f7f2494627865c2e4a,7605915561721187592,,wow,0,,0,,2026-03-14T12:41:03.464021
65,825994ebe3f1d58194af1ae7db456083,7605915561721187592,,[Sticker],0,,0,,2026-03-14T12:41:03.464554
66,f85bd16a27415c2645c50e5fc98be63e,7605915561721187592,,can't beat that 😂,0,,0,,2026-03-14T12:41:03.465081
67,f9a426e23aa55e57e04585a22fe92a7a,7605915561721187592,,their pizza is top notch 🥰🥰,0,,0,,2026-03-14T12:41:03.465780
68,15b98b1cf5e11bedf20b38b8877010d1,7605915561721187592,,The best pizza 🍕 in Ghana 🥰🇬🇭,0,,0,,2026-03-14T12:41:03.466224
69,6b06a706c26c21d85680ad6626bc49c2,7605915561721187592,,are you in koforidua eastern region?,0,,0,,2026-03-14T12:41:03.466603
70,956155fb6eda9ff9bc113e0903f454e2,7605915561721187592,,My favorite ❤️,0,,0,,2026-03-14T12:41:03.467001
71,277fad6692ffd48e1875258ff6bb2e54,7605915561721187592,,❤️❤️❤️,0,,0,,2026-03-14T12:41:03.467545
72,ebde0d638ef39eb317cc43148b3b8385,7605342259885739284,,pickza eiii celeb paa😭😂😂,0,,0,,2026-03-14T12:41:17.409866
73,6f9856d0b777d35f9fbe00ed19786905,7605342259885739284,,Really? Abgobga school junction???,0,,0,,2026-03-14T12:41:17.410972
74,418b0481962dcd58d1eab32c77e12fb1,7605342259885739284,,Man Dey feel you waa 😎🔥,0,,0,,2026-03-14T12:41:17.411819
75,4dbfa3fe242161be2402d51eb10137c0,7605342259885739284,,First time watching your video so on point😁 the left ventricle and the facial expression after you ate the pizza 🤦🏾😂,0,,0,,2026-03-14T12:41:17.412406
76,ab015a55921cff3fd03b1f571029aa9f,7605342259885739284,,"the last part killed me 😂....... ""can't u shameeee😂💔""",0,,0,,2026-03-14T12:41:17.413116
77,9e3e183e8fe5d30a1aa3c94bbe3dc70c,7605342259885739284,,Come to Ridge Royal prems 🫡😂,0,,0,,2026-03-14T12:41:17.414037
78,5dd4abce5fbee876b4f3f993ca184f18,7605342259885739284,,Akosua dompo😂😁,0,,0,,2026-03-14T12:41:17.414615
79,7e9c607ac37a68b9233666239fc111c0,7605342259885739284,,Good content..keep it up,0,,0,,2026-03-14T12:41:17.415195
80,cd980804ec8b5c22877cdbf8e8c607c6,7605342259885739284,,Fante content was 10% English 0.01% twi 89.09😂,0,,0,,2026-03-14T12:41:17.415654
81,f6378314629159eb9f78a20fdc617370,7605342259885739284,,Harddd,0,,0,,2026-03-14T12:41:17.416186
82,43de1576e92732300d951f43f44a247c,7616670656612109588,,Ey girlsss are foinee whoatt 😍😍,0,,0,,2026-03-14T12:41:31.129756
83,4b1eb19d866ae6345d123783211565fe,7616670656612109588,,You’re sexy oh,0,,0,,2026-03-14T12:41:31.130777
84,4ef613dd4e2d508d060fe5b6b68737d1,7616670656612109588,,😍😍,0,,0,,2026-03-14T12:41:31.131338
85,d2797e39585224b5ec788df746cd3a61,7616670656612109588,,🤩🤩🤩😍😍😍🥰🥰🥰,0,,0,,2026-03-14T12:41:31.131916
86,ee4fc2619236d0f0398e8647b86f53b6,7616670656612109588,,🥰🥰❤️,0,,0,,2026-03-14T12:41:31.132418
87,1f7ea4ab2901cd6be9249f63c9d9b294,7525148492411555094,,I dare you to buy me pizza location: backyard of pizza city 🤭😂,0,,0,,2026-03-14T12:41:44.967412
88,1f3392e984987c95c761f7722bf6b327,7525148492411555094,,Friday we coming 🔥🔥,0,,0,,2026-03-14T12:41:44.968492
89,690aa5e3760079a3ed8e67adfd0eab74,7525148492411555094,,You’re the best wati 😂❤️🔥,0,,0,,2026-03-14T12:41:44.969022
90,883098cdfa8d9c512b7c8cc92ecb9480,7525148492411555094,,Why did you go alone 😭😭😭😭💔💔,0,,0,,2026-03-14T12:41:44.969611
91,57963df673d81ab719834356fece6b11,7525148492411555094,,"Booker ankasa you are good oo, you make your content creation fun to watch, keep it up hun!❤️🎉",0,,0,,2026-03-14T12:41:44.970111
92,e92b315198d8789ea76fc2727c469b56,7525148492411555094,,Location please,0,,0,,2026-03-14T12:41:44.970547
93,e77e426c88b3a23efaf42ac9628f4169,7525148492411555094,,You and food close marking 🔥,0,,0,,2026-03-14T12:41:44.970949
94,21dea47f3447038386b143f9a5bdf86a,7525148492411555094,,big bro I love ur vidoes 😁,0,,0,,2026-03-14T12:41:44.971320
95,aaf7668155fecda6d4696148d69d90d3,7525148492411555094,,No be my gym mate be this 😂😂,0,,0,,2026-03-14T12:41:44.971685
96,9e26762356b23e70e05febfe6d2d634c,7525148492411555094,,Who saw the leg at the front desk😂,0,,0,,2026-03-14T12:41:44.972150
97,9446f4a1137ba531048a9a940193ce8a,7340666620596997381,,Mom is a whole mood 😂🤞,0,,0,,2026-03-14T12:41:59.889290
98,23dd9852fb7edb58594f4fcd59bf1c79,7340666620596997381,,How much does it cost?,0,,0,,2026-03-14T12:41:59.890705
99,43043d3cc21103a5c633334dd9f2514b,7340666620596997381,,We want a branch in kasoa please,0,,0,,2026-03-14T12:41:59.891523
100,b986c7d4710f710d91d2b06aafe14894,7340666620596997381,,I love papa’s,0,,0,,2026-03-14T12:41:59.892004
101,52800b8c6f62b46e6d397e0503b9622d,7340666620596997381,,😂😂😂,0,,0,,2026-03-14T12:41:59.892399
102,10a638ecf56b75561649894d96e7eab7,7340666620596997381,,😂😂💔,0,,0,,2026-03-14T12:41:59.892772
103,7c8247be0a1d25f966a2cae711bc84b3,7340666620596997381,,Bl🥰😋😋…the spicy wings la😫❤️,0,,0,,2026-03-14T12:41:59.893208
104,a6cf434f1e43582239b5500c0c933edc,7340666620596997381,,Please I’m around spot m I want your call line,0,,0,,2026-03-14T12:41:59.893595
105,e2de6f92f1470030d9213ae26167fbb0,7340666620596997381,,"we're sure your loved ones would give you the same reaction if you surprise them with our combo deal as well. More so, you would also get to save up to 57ghc😊",0,,0,,2026-03-14T12:41:59.893962
106,62ae12981047e3357d5d04647f75683e,6966172906191588614,,please location and number,0,,0,,2026-03-14T12:42:14.195878
107,0c59e8cc372dc803b34bb2f8317ad17a,6966172906191588614,,Please what time do you start work,0,,0,,2026-03-14T12:42:14.197057
108,179844526ad7724bd3f0073beb562b02,6966172906191588614,,Hi,0,,0,,2026-03-14T12:42:14.198195
109,213d54f2098f3c63b56805649dfef078,7578439641053809976,,How much is the pizza pie ?,0,,0,,2026-03-14T12:42:28.235650
110,a8fdae906809aad213f0d99f3416eb20,7578439641053809976,,I’m in Assin Fosu and it’s really nice 😩,0,,0,,2026-03-14T12:42:28.237473
111,9a0df6aefb1c77fe2a0b4570035d9540,7578439641053809976,,Ooh Gifford and food 🤣🤣🤣,0,,0,,2026-03-14T12:42:28.238080
112,eebc49b2a5082311c148ecee263095c0,7578439641053809976,,🔥🔥🔥,0,,0,,2026-03-14T12:42:28.238588
113,4828a12dd1a38871f5bed429eb510c5c,7578439641053809976,❤️🌚Bella🦋,@❤️🌚Bella🦋 tomorrow,0,,0,,2026-03-14T12:42:28.238986
114,2618361bd6877c88dcb62db6946d2720,7578439641053809976,,For fast and secured delivery… just hit them up… I can attest to their services ❤️✅,0,,0,,2026-03-14T12:42:28.239387
115,97e9d0112013b12e6aee75a4cd62551f,7578439641053809976,Perps💕❤️,@Perps💕❤️ let’s go grab some.,0,,0,,2026-03-14T12:42:28.239777
116,b9073a56053a08d495e4d0b8025dfcb3,7607824242725408018,,For a specific period of time or the whole day?,0,,0,,2026-03-14T19:15:00.405486
117,a2577e9040fe4ad2024c7ecc62743bf0,7607824242725408018,,Location in Kasoa,0,,0,,2026-03-14T19:15:00.404162
118,db8ad61f070f16e0300e0ae3e5e248a5,7607824242725408018,,🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰one love for Eddy,0,,0,,2026-03-14T19:15:00.406019
119,fd8dc53d13ea5d1a39c89876d878da29,7607824242725408018,,Please I need a job,0,,0,,2026-03-14T19:15:00.406598
120,8807cdd1bb4aabebe9872dfc4d662485,7607824242725408018,,is it true,0,,0,,2026-03-14T19:15:00.407120
121,3c58a65fff5b3c04c70064adc1332bca,7607824242725408018,,I miss you guys,0,,0,,2026-03-14T19:15:00.408203
122,8c2e48e858399c93baa431c830528d1f,7607824242725408018,,When are you coming to koforidua,0,,0,,2026-03-14T19:15:00.407678
123,57c97900e82249d76377a33de34f7256,7607824242725408018,,🥰🥰🥰,0,,0,,2026-03-14T19:15:00.411429
124,cd12d4c924dbccfee0622ea59f0b762d,7607824242725408018,,❤️❤️❤️,0,,0,,2026-03-14T19:15:00.409512
126,42e3d69448eaa6d749b67ac606709237,7457199534872071429,,"Can you provide your location, and do you offer same-day delivery?",0,,0,,2026-03-14T12:42:56.574936
127,f448f5511ff4bae6df418a3f89b88733,7457199534872071429,,Seriously?,0,,0,,2026-03-14T12:42:56.576281
128,9c75ace6f2d2efcfa0563c9a88bb3f68,7457199534872071429,,"Please the pizza promo,is it only walk in or delivery is included",0,,0,,2026-03-14T12:42:56.577034
129,ea11a45687747f4d453214d7e0d13a26,7457199534872071429,,Is delivery available?,0,,0,,2026-03-14T12:42:56.577438
130,f1035e2de77e480af2e195e87da02d56,7457199534872071429,,Please I searched on bolt food and there was nothing,0,,0,,2026-03-14T12:42:56.577809
131,36e047d37396dd02c2f397898871e89f,7457199534872071429,,Seems like Kumasi?,0,,0,,2026-03-14T12:42:56.578198
132,cc631432dc8b6125c17c7c96815b6a16,7457199534872071429,,How can I order one,0,,0,,2026-03-14T12:42:56.578563
133,d581c03846f2120371d794e078c483bc,7457199534872071429,,Please if u buy the small size on Wednesday will you still get one free,0,,0,,2026-03-14T12:42:56.579125
134,ec1480f2440161e6dbdc289a429dfcc1,7457199534872071429,,Coming this Wednesday 😋,0,,0,,2026-03-14T12:42:56.579563
135,8137d2400a4d5febcead1fa7ccf99647,7457199534872071429,,Is it still on ongoing,0,,0,,2026-03-14T12:42:56.580138
156,7187b7d30b75c9fc7bb0a7080dcd4ee6,7594835804220886328,,price please,0,,0,,2026-03-14T19:01:22.055212
157,a1fc58f3cfd876db4f9ab81502c493eb,7594835804220886328,,How much is small size,0,,0,,2026-03-14T19:01:22.057626
158,46191d890fd7dfb2c4759eef6ccea0bc,7594835804220886328,,pls price range,0,,0,,2026-03-14T19:01:22.059504
159,f97fb66174e386660606494132e65970,7594835804220886328,,how much,0,,0,,2026-03-14T19:01:22.058192
160,fc8d2076361db0e8fec7c6f7c77f5d1b,7594835804220886328,,How much is it please,0,,0,,2026-03-14T19:01:22.060536
161,abcfcea27125e03dd86bf467b42525c2,7594835804220886328,,Hi,0,,0,,2026-03-14T19:01:22.060052
162,dd3263674f81ca0c803b6cc3f3ca81b1,7594835804220886328,,How much,0,,0,,2026-03-14T19:01:22.061158
163,56c26e1ffee7f561bf1200b033eca529,7594835804220886328,,please how much is the small size,0,,0,,2026-03-14T19:01:22.062106
164,abb92228288d2148a3ecd5fec0b29b89,7594835804220886328,,❤️,0,,0,,2026-03-14T19:01:22.063202
175,e9b5475ef5a19dc5d23fb2eaa26989e6,7610379230672620808,,How much,0,,0,,2026-03-14T19:22:06.000032
176,20d3fb4a1d7f2fa5ffab06a6d0594f5d,7610379230672620808,,which branch please,0,,0,,2026-03-14T19:22:06.000765
177,56274fa07b8cbb8e8f93db0925455721,7610379230672620808,,can you still deliver by this time??,0,,0,,2026-03-14T19:22:06.001720
178,9257c861eafb53d25baeb220b2d363b5,7610379230672620808,,I love it 🥰,0,,0,,2026-03-14T19:22:06.002204
179,a4327c6463db6d0f59accfba6a34d1f1,7610379230672620808,,location,0,,0,,2026-03-14T19:22:06.002851
180,616f5324effdf065aa4ebe72ca39e5ad,7610379230672620808,,hmm,0,,0,,2026-03-14T19:22:06.003429
181,607da85c02eac2e496c855b751b4d9b8,7610379230672620808,Veronica Ama Dei,Celeb @Veronica Ama Dei,0,,0,,2026-03-14T19:22:06.004071
205,86b543d7e13c4acb186be8641f58306c,7591223296004214072,,bad customer service especially the one at AnC mall,0,,0,,2026-03-14T19:16:13.164189
206,45d9878dc6db69f1de5e210876e655b0,7591223296004214072,,4 years ago,0,,0,,2026-03-14T19:16:13.164987
207,ef8090bbb5b996e0d4fa781a9e5fa95f,7591223296004214072,,2years,0,,0,,2026-03-14T19:16:13.165749
208,5a452813adbc6f5390d96dd12099c769,7591223296004214072,,niceone,0,,0,,2026-03-14T19:16:13.166268
209,b9dd5ddfdf415162ece578b28f86ae70,7591223296004214072,,I want more la😍,0,,0,,2026-03-14T19:16:13.166801
210,640cd00cdaecd88e6d3f17cf84a83029,7591223296004214072,,price,0,,0,,2026-03-14T19:16:13.167360
211,6171e5b8db3fd6d794bfdfb5e17f4227,7591223296004214072,,😳😳😳,0,,0,,2026-03-14T19:16:13.168014
257,c30dabb46ca099b4eb627194c6ad90f8,7602733718343617799,,🥰🥰🥰🥰🥰🥰🥰🥰🥰,0,,0,,2026-03-14T19:18:21.336535
258,5623f95b4e2988b157e5e124a7bc0cff,7602733718343617799,,♥️,0,,0,,2026-03-14T19:18:21.337585
263,0d943aeae15cb5d5af03291b2bcb2b01,7600001392098495751,,It is going through but they are not picking i have been calling them every Tuesday and Wednesday but no answer I think they don’t want to pick,0,,0,,2026-03-14T19:17:16.951520
264,fa7493234a1db32aec3983891bc8201c,7600001392098495751,,Your numbers are not going through why,0,,0,,2026-03-14T19:17:16.952390
265,3f34b7b687d9bece01ba5afb11fd800b,7600001392098495751,,how much 🙏,0,,0,,2026-03-14T19:17:16.953014
266,1e43e9f557463f8949256c15f4c9c897,7600001392098495751,,🥰🥰🥰,0,,0,,2026-03-14T19:17:16.953636
637,d1e094eccc1704b10a516c13bf0200d8,7591114103523904824,,Any vacancy please,0,,0,,2026-03-14T19:22:22.532471
638,4ca572d14ac7d82deb2cece6e4027dae,7591114103523904824,,Are you also cheezey pizza,0,,0,,2026-03-14T19:22:22.533688
667,988ee43c0780d646d184c19f309a4e44,7605278593505152274,,Let me wait for Tuesday then 😂,0,,0,,2026-03-14T16:21:21.720373
676,2c3d73bfc7f44bf38f569df541e1775a,7603865373133327636,,Ike 🔥,0,,0,,2026-03-14T16:04:38.192868
702,a8a7b035d0d6dad255e767a48eb2de1b,7590735244626545976,,Bread and stew isn’t my thing 🤣🤣🤣,0,,0,,2026-03-14T16:05:50.336443
703,e9c26c62d5fb609e0dd936d17c25ad85,7590735244626545976,,Hmm…it been long…,0,,0,,2026-03-14T16:05:50.337647
704,58d8707d37493bad68a70497decf6fb6,7590735244626545976,,Enjoyment 🤤,0,,0,,2026-03-14T16:05:50.338264
705,2e47be35110abb2c699d0fc96b9e0fc5,7590735244626545976,,9yrs ago,0,,0,,2026-03-14T16:05:50.339048
706,bf56cf97559c8e977acb1669fd937cb1,7590735244626545976,,Ei😭,0,,0,,2026-03-14T16:05:50.339602
707,d20481368d89459012d07b42b7a44694,7590735244626545976,,4 years ago,0,,0,,2026-03-14T16:05:50.340201
708,f70165927b4f136ca3fa4d060dc2b9ac,7590735244626545976,,Pizza paaaa wey u Dey chop am like komi 😂😂oooo padi neeeee u give me joy,0,,0,,2026-03-14T16:05:50.340637
709,b6cdc6fd3fc4bb8b5ae1ea54d763a6cb,7590735244626545976,,Last year 😁oo,0,,0,,2026-03-14T16:05:50.341117
710,be91f393c4ab78cd1731d0811295f08b,7590735244626545976,,When will you also invite me???,0,,0,,2026-03-14T16:05:50.341597
